Ano,Código Órgão Superior,Nome Órgão Superior,Código Função,Nome Função,Código Subfunção,Nome Subfunção,Valor Empenhado (R$),Valor Liquidado (R$),Valor Pago (R$)
2022,44000,Ministério do Meio Ambiente e Mudança do Cl,18,Gestão ambiental,695,Turismo,616602.75,356944.71,335223.56
2022,46000,Ministério da Gestão e da Inovação em Ser,02,Judiciária,032,Controle externo,47250.0,330750.0,328710.46
2022,26000,Ministério da Educação,10,Saúde,304,Vigilância sanitária,312999.24,331621.93,325021.93
2022,52000,Ministério da Defesa,05,Defesa nacional,131,Comunicação social,21884.55,303914.63,323944.96
2022,52000,Ministério da Defesa,12,Educação,368,Educação básica,-114457.09000000001,289334.06,321559.41
2022,39000,Ministério dos Transportes,04,Administração,122,Administração geral,1194470.35,320696.44000000006,306500.04000000004
2022,26000,Ministério da Educação,10,Saúde,128,Formação de recursos humanos,50304241.480000004,650258.72,304413.2
2022,26000,Ministério da Educação,08,Assistência social,511,Saneamento básico rural,330000.0,303168.0,303168.0
2022,30000,Ministério da Justiça e Segurança Pública,04,Administração,391,"Patrimônio histórico, artístico e arqueológico",118431.83,344828.33,302990.5
2022,26000,Ministério da Educação,05,Defesa nacional,571,Desenvolvimento científico,0.0,126.91,300148.91
2022,24000,"Ministério da Ciência, Tecnologia e Inovaç",10,Saúde,305,Vigilância epidemiológica,0.0,300000.0,300000.0
2022,49000,Ministério do Desenvolvimento Agrário e Agr,21,Organização agrária,127,Ordenamento territorial,-1322445.68,301024.32,297399.04
2022,30000,Ministério da Justiça e Segurança Pública,04,Administração,125,Normatização e fiscalização,221989.16999999998,301049.23,295691.58999999997
2022,26000,Ministério da Educação,03,Essencial à justiça,092,Representação judicial e extrajudicial,298544.79000000004,290307.34,291104.60000000003
2022,26000,Ministério da Educação,08,Assistência social,306,Alimentação e nutrição,436301.5,289650.0,289650.0
2022,22000,Ministério da Agricultura e Pecuária,18,Gestão ambiental,846,Outros encargos especiais,0.0,276634.4,276634.4
2022,52000,Ministério da Defesa,26,Transporte,121,Planejamento e orçamento,499043.1,676757.98,268908.64
2022,26000,Ministério da Educação,14,Direitos da cidadania,241,Assistência ao idoso,0.0,267032.2,267032.2
2022,52000,Ministério da Defesa,26,Transporte,122,Administração geral,0.0,0.0,260397.0
2022,56000,Ministério das Cidades,15,Urbanismo,128,Formação de recursos humanos,270040.95,252190.03999999998,258377.32
2022,24000,"Ministério da Ciência, Tecnologia e Inovaç",10,Saúde,571,Desenvolvimento científico,33936944.0,24825185.92,255600.0
2022,42000,Ministério da Cultura,13,Cultura,391,"Patrimônio histórico, artístico e arqueológico",24173942.99,7438005.949999999,253002.47
2022,26000,Ministério da Educação,19,Ciência e Tecnologia,122,Administração geral,1258355.92,416889.61,246189.36
2022,26000,Ministério da Educação,04,Administração,125,Normatização e fiscalização,838315.15,295743.83,245181.81
2022,26000,Ministério da Educação,01,Legislativa,031,Ação legislativa,189912.1,242000.0,242000.0
2022,25000,Ministério da Fazenda,02,Judiciária,061,Ação judiciária,172820.85,254614.19,237387.17
2022,68000,Ministério de Portos e Aeroportos,26,Transporte,121,Planejamento e orçamento,230883.97999999998,230883.97999999998,230883.97999999998
2022,32000,Ministério de Minas e Energia,25,Energia,753,Combustíveis,69040.03,211580.08000000002,228380.08000000002
2022,46000,Ministério da Gestão e da Inovação em Ser,04,Administração,123,Administração financeira,193314.39,202669.23,227077.4
2022,67000,Ministério da Igualdade Racial,14,Direitos da cidadania,422,"Direitos individuais, coletivos e difusos",2544295.5,225852.34,225852.34
2022,26000,Ministério da Educação,02,Judiciária,032,Controle externo,239979.67,224280.07,224280.07
2022,63000,Advocacia-Geral da União,03,Essencial à justiça,122,Administração geral,799821.48,218414.75,219607.97999999998
2022,52000,Ministério da Defesa,05,Defesa nacional,366,Educação de jovens e adultos,883.219999999993,157110.3,219366.41999999998
2022,47000,Ministério do Planejamento e Orçamento,14,Direitos da cidadania,422,"Direitos individuais, coletivos e difusos",-11982.34,201796.48,215127.11
2022,53000,Ministério da Integração e do Desenvolvime,18,Gestão ambiental,301,Atenção básica,-322883.95999999996,220352.12,214759.24
2022,52000,Ministério da Defesa,12,Educação,363,Ensino profissional,208586.5,211230.75,211260.8
2022,52000,Ministério da Defesa,04,Administração,183,Informação e inteligência,208828.39,208828.39,208828.39
2022,46000,Ministério da Gestão e da Inovação em Ser,03,Essencial à justiça,092,Representação judicial e extrajudicial,314120.3,297995.31,206039.21
2022,24000,"Ministério da Ciência, Tecnologia e Inovaç",19,Ciência e Tecnologia,542,Controle ambiental,-9052.759999999997,202935.14,205142.44
2022,20000,Presidência da República,02,Judiciária,061,Ação judiciária,204856.0,204856.0,204856.0
2022,36000,Ministério da Saúde,03,Essencial à justiça,092,Representação judicial e extrajudicial,240166.09000000003,204252.23,204252.23
2022,44000,Ministério do Meio Ambiente e Mudança do Cl,14,Direitos da cidadania,422,"Direitos individuais, coletivos e difusos",1309357.73,51729.0,203556.71
2022,25201,Banco Central do Brasil - Orçamento Fiscal e,04,Administração,124,Controle interno,158699.41,201816.21,201816.21
2022,33000,Ministério da Previdência Social,09,Previdência social,125,Normatização e fiscalização,65090.8,207071.63,201017.58
2022,52000,Ministério da Defesa,05,Defesa nacional,571,Desenvolvimento científico,733852.7999999999,190787.97,199540.68
2022,47000,Ministério do Planejamento e Orçamento,23,Comércio e serviços,695,Turismo,30057.030000000002,175414.35,194216.57
2022,49000,Ministério do Desenvolvimento Agrário e Agr,20,Agricultura,608,Promoção da produção agropecuária,-135173.72,193223.74,193442.68
2022,52000,Ministério da Defesa,18,Gestão ambiental,544,Recursos hídricos,1000001.48,106445.43000000001,186843.43000000002
2022,46000,Ministério da Gestão e da Inovação em Ser,24,Comunicações,122,Administração geral,97329.2,185628.72,185905.19
2022,25201,Banco Central do Brasil - Orçamento Fiscal e,26,Transporte,125,Normatização e fiscalização,180831.08000000002,180831.08000000002,180831.08000000002
2022,26000,Ministério da Educação,06,Segurança pública,421,Custódia e reintegração social,4144.099999999999,122523.43,179340.0
2022,33000,Ministério da Previdência Social,09,Previdência social,124,Controle interno,-50573.2,166856.78,178556.31
2022,24000,"Ministério da Ciência, Tecnologia e Inovaç",19,Ciência e Tecnologia,212,Cooperação internacional,1122218.27,173870.14,173870.14
2022,46000,Ministério da Gestão e da Inovação em Ser,22,Indústria,661,Promoção industrial,-68665.09,88523.75,173656.13
2022,28000,"Ministério do Desenvolvimento, Indústria, C",06,Segurança pública,181,Policiamento,97228.55,146204.52000000002,168504.52000000002
2022,46000,Ministério da Gestão e da Inovação em Ser,06,Segurança pública,122,Administração geral,-450000.0,165531.24000000002,165531.24000000002
2022,26000,Ministério da Educação,26,Transporte,122,Administração geral,498408.91000000003,165451.49,165448.55
2022,81000,Ministério dos Direitos Humanos e Cidadania,14,Direitos da cidadania,301,Atenção básica,49324.22999999999,233451.95,163784.7
2022,25201,Banco Central do Brasil - Orçamento Fiscal e,18,Gestão ambiental,122,Administração geral,163629.53,163629.53,163629.53
2022,26000,Ministério da Educação,21,Organização agrária,363,Ensino profissional,1667498.05,1071172.96,158196.96
2022,25201,Banco Central do Brasil - Orçamento Fiscal e,10,Saúde,122,Administração geral,158398.06,157398.06,157398.06
2022,25000,Ministério da Fazenda,03,Essencial à justiça,062,Defesa do interesse público no processo judiciário,140375.85,154193.71,154193.16
2022,26000,Ministério da Educação,20,Agricultura,606,Extensão rural,999052.89,150315.79,150315.79
2022,26000,Ministério da Educação,18,Gestão ambiental,541,Preservação e conservação ambiental,2565379.9699999997,150000.0,150000.0
2022,32000,Ministério de Minas e Energia,22,Indústria,128,Formação de recursos humanos,72899.92,116653.23000000001,149979.85
2022,24000,"Ministério da Ciência, Tecnologia e Inovaç",19,Ciência e Tecnologia,541,Preservação e conservação ambiental,461226.06,148905.24,146999.73
2022,26000,Ministério da Educação,02,Judiciária,128,Formação de recursos humanos,146506.08,146506.08,146506.08
2022,52000,Ministério da Defesa,06,Segurança pública,422,"Direitos individuais, coletivos e difusos",-29.5,130097.11,145203.83
2022,46000,Ministério da Gestão e da Inovação em Ser,07,Relações exteriores,122,Administração geral,0.0,136591.59,144150.93
2022,35000,Ministério das Relações Exteriores,07,Relações exteriores,128,Formação de recursos humanos,-94128.52,142726.63,143224.87
2022,41000,Ministério das Comunicações,18,Gestão ambiental,695,Turismo,0.0,142000.0,142000.0
2022,20000,Presidência da República,04,Administração,846,Outros encargos especiais,3415.699999999997,139300.02,139300.02
2022,32000,Ministério de Minas e Energia,23,Comércio e serviços,122,Administração geral,174317.7,134789.58,134789.58
2022,52000,Ministério da Defesa,05,Defesa nacional,121,Planejamento e orçamento,5014.85,129114.59000000001,134531.65
2022,26000,Ministério da Educação,20,Agricultura,607,Irrigação,55956.99,176538.86,133697.66
2022,26000,Ministério da Educação,20,Agricultura,122,Administração geral,2161105.9,839173.0700000001,132931.41
2022,42000,Ministério da Cultura,13,Cultura,128,Formação de recursos humanos,-23777.42,140896.72,132392.87
2022,35000,Ministério das Relações Exteriores,06,Segurança pública,181,Policiamento,125637.23,125637.23,125637.23
2022,20000,Presidência da República,04,Administração,125,Normatização e fiscalização,-1415.6000000000004,65237.86,124585.5
2022,53000,Ministério da Integração e do Desenvolvime,26,Transporte,122,Administração geral,110515.17000000001,123911.36,123911.36
2022,28000,"Ministério do Desenvolvimento, Indústria, C",04,Administração,122,Administração geral,22794.610000000015,116470.92,123555.56999999999
2022,52000,Ministério da Defesa,23,Comércio e serviços,695,Turismo,0.0,123000.0,123000.0
2022,25201,Banco Central do Brasil - Orçamento Fiscal e,13,Cultura,122,Administração geral,120773.37,120773.37,120773.37
2022,47000,Ministério do Planejamento e Orçamento,10,Saúde,572,Desenvolvimento tecnológico e engenharia,-87500.0,119922.6,119922.6
2022,24000,"Ministério da Ciência, Tecnologia e Inovaç",12,Educação,364,Ensino superior,103789.65,93643.97,117878.17
2022,53000,Ministério da Integração e do Desenvolvime,06,Segurança pública,122,Administração geral,116213.45,116535.76,116535.76
2022,46000,Ministério da Gestão e da Inovação em Ser,04,Administração,183,Informação e inteligência,39174.71,111690.18,116225.01
2022,26000,Ministério da Educação,05,Defesa nacional,152,Defesa naval,0.0,114803.09,114803.09
2022,22000,Ministério da Agricultura e Pecuária,20,Agricultura,541,Preservação e conservação ambiental,11339569.760000002,259397.7,114341.18
2022,46000,Ministério da Gestão e da Inovação em Ser,12,Educação,128,Formação de recursos humanos,135165.51,111668.74,111904.62000000001
2022,20000,Presidência da República,04,Administração,124,Controle interno,148108.22999999998,111251.62999999999,111251.62999999999
2022,22000,Ministério da Agricultura e Pecuária,08,Assistência social,306,Alimentação e nutrição,0.0,110000.0,110000.0
2022,25000,Ministério da Fazenda,03,Essencial à justiça,092,Representação judicial e extrajudicial,136240.69,103733.0,109599.02
2022,52000,Ministério da Defesa,12,Educação,306,Alimentação e nutrição,-2.35,79252.94,108110.87000000001
2022,52000,Ministério da Defesa,10,Saúde,572,Desenvolvimento tecnológico e engenharia,68044.8,68044.8,107756.06
2022,52000,Ministério da Defesa,06,Segurança pública,122,Administração geral,105038.34,106607.73999999999,106607.73999999999
2022,26000,Ministério da Educação,04,Administração,124,Controle interno,124727.26,99804.73,105058.12999999999
2022,25000,Ministério da Fazenda,11,Trabalho,122,Administração geral,107376.23000000001,104913.01999999999,104913.01999999999
2022,46000,Ministério da Gestão e da Inovação em Ser,19,Ciência e Tecnologia,122,Administração geral,30765.839999999997,64288.9,104872.19
2022,22000,Ministério da Agricultura e Pecuária,05,Defesa nacional,542,Controle ambiental,412797.71,95762.84999999999,100894.92
2022,49000,Ministério do Desenvolvimento Agrário e Agr,14,Direitos da cidadania,423,Assistência aos povos indígenas,0.0,274999.7,100000.0
2022,53000,Ministério da Integração e do Desenvolvime,18,Gestão ambiental,512,Saneamento básico urbano,12269276.0,10698746.13,98746.13
2022,30000,Ministério da Justiça e Segurança Pública,26,Transporte,452,Serviços urbanos,-7883.41,-7883.41,97688.51999999999
2022,25201,Banco Central do Brasil - Orçamento Fiscal e,06,Segurança pública,122,Administração geral,97214.28,97214.28,97214.28
2022,26000,Ministério da Educação,13,Cultura,392,Difusão cultural,3457981.1,152541.47999999998,96532.2
2022,68000,Ministério de Portos e Aeroportos,26,Transporte,130,Administração de concessões,-103903.48000000001,94897.19,94897.19
2022,26000,Ministério da Educação,18,Gestão ambiental,573,Difusão do conhecimento científico e tecnológico,120572.0,160772.89,93778.89
2022,24000,"Ministério da Ciência, Tecnologia e Inovaç",26,Transporte,122,Administração geral,0.0,93557.36,93557.36
2022,46000,Ministério da Gestão e da Inovação em Ser,18,Gestão ambiental,573,Difusão do conhecimento científico e tecnológico,96901.36,96901.36,92361.81
2022,56000,Ministério das Cidades,03,Essencial à justiça,092,Representação judicial e extrajudicial,116030.25,100747.5,90992.39
2022,36000,Ministério da Saúde,12,Educação,364,Ensino superior,549835.8300000001,108291.8,89520.92
2022,25000,Ministério da Fazenda,04,Administração,124,Controle interno,31732.84,87956.35,87956.35
2022,52000,Ministério da Defesa,05,Defesa nacional,573,Difusão do conhecimento científico e tecnológico,47959.21,83079.87,87178.38
2022,46000,Ministério da Gestão e da Inovação em Ser,22,Indústria,122,Administração geral,111419.45999999999,80436.83,83481.58
2022,55000,Ministério do Desenvolvimento e Assistência,13,Cultura,392,Difusão cultural,0.0,82801.64,82801.64
2022,30000,Ministério da Justiça e Segurança Pública,14,Direitos da cidadania,211,Relações diplomáticas,238348.91999999998,82348.92,82348.92
2022,26000,Ministério da Educação,24,Comunicações,122,Administração geral,51003.0,79800.0,79800.0
2022,55000,Ministério do Desenvolvimento e Assistência,27,Desporto e lazer,811,Desporto de rendimento,176700.0,65149.0,78171.29
2022,52000,Ministério da Defesa,05,Defesa nacional,303,Suporte profilático e terapêutico,0.0,5995.0,76465.0
2022,26000,Ministério da Educação,25,Energia,122,Administração geral,0.0,74952.0,74952.0
2022,46000,Ministério da Gestão e da Inovação em Ser,14,Direitos da cidadania,122,Administração geral,-49624.7,72514.18000000001,71465.02
2022,25201,Banco Central do Brasil - Orçamento Fiscal e,09,Previdência social,122,Administração geral,69762.32,69762.32,69762.32
2022,49000,Ministério do Desenvolvimento Agrário e Agr,20,Agricultura,545,Meteorologia,61488.8,63452.39,66175.99
2022,68000,Ministério de Portos e Aeroportos,04,Administração,122,Administração geral,115405.20000000001,76428.72,66069.45
2022,56000,Ministério das Cidades,26,Transporte,122,Administração geral,0.0,55481.33,65236.44
2022,22000,Ministério da Agricultura e Pecuária,18,Gestão ambiental,301,Atenção básica,-126691.40000000001,68553.62000000001,64096.240000000005
2022,47000,Ministério do Planejamento e Orçamento,06,Segurança pública,181,Policiamento,-10.639999999999418,52535.14,63390.479999999996
2022,46000,Ministério da Gestão e da Inovação em Ser,01,Legislativa,032,Controle externo,0.0,61923.51,62977.21000000001
2022,26000,Ministério da Educação,05,Defesa nacional,122,Administração geral,0.0,25000.0,62270.23
2022,53000,Ministério da Integração e do Desenvolvime,05,Defesa nacional,542,Controle ambiental,159276.72999999998,61794.560000000005,61794.560000000005
2022,52000,Ministério da Defesa,22,Indústria,122,Administração geral,59444.350000000006,56919.9,59466.57
2022,81000,Ministério dos Direitos Humanos e Cidadania,14,Direitos da cidadania,846,Outros encargos especiais,-30000.0,59308.52,59308.52
2022,22000,Ministério da Agricultura e Pecuária,14,Direitos da cidadania,422,"Direitos individuais, coletivos e difusos",765817.05,58702.06,58702.06
2022,49000,Ministério do Desenvolvimento Agrário e Agr,21,Organização agrária,422,"Direitos individuais, coletivos e difusos",-35286.61,59095.44,58433.83
2022,26000,Ministério da Educação,11,Trabalho,334,Fomento ao trabalho,1207099.8,67916.47,57518.42
2022,46000,Ministério da Gestão e da Inovação em Ser,10,Saúde,128,Formação de recursos humanos,16408.96,49276.7,57174.229999999996
2022,47000,Ministério do Planejamento e Orçamento,04,Administração,364,Ensino superior,-30433.4,56256.92999999999,56949.479999999996
2022,20000,Presidência da República,04,Administração,391,"Patrimônio histórico, artístico e arqueológico",19289.87,55245.11,55245.11
2022,33000,Ministério da Previdência Social,12,Educação,301,Atenção básica,-322188.73,54685.91,53579.64
2022,30000,Ministério da Justiça e Segurança Pública,26,Transporte,122,Administração geral,2522.85,55923.75,53400.9
2022,36000,Ministério da Saúde,12,Educação,306,Alimentação e nutrição,0.0,34621.75,53216.37
2022,52000,Ministério da Defesa,05,Defesa nacional,811,Desporto de rendimento,6592.720000000006,-7739.269999999999,53121.11
2022,39000,Ministério dos Transportes,18,Gestão ambiental,122,Administração geral,0.0,52936.42,52936.42
2022,46000,Ministério da Gestão e da Inovação em Ser,19,Ciência e Tecnologia,572,Desenvolvimento tecnológico e engenharia,4313.91,6587.7,51518.88
2022,26000,Ministério da Educação,04,Administração,128,Formação de recursos humanos,163373.72,70390.67,51466.39
2022,46000,Ministério da Gestão e da Inovação em Ser,16,Habitação,482,Habitação urbana,7565.24,51937.85,51158.259999999995
2022,63000,Advocacia-Geral da União,28,Encargos especiais,846,Outros encargos especiais,585781.54,49769.92,49769.92
2022,30000,Ministério da Justiça e Segurança Pública,14,Direitos da cidadania,301,Atenção básica,1314.48,48236.24,47969.3
2022,36000,Ministério da Saúde,10,Saúde,541,Preservação e conservação ambiental,-122372.62,36745.770000000004,47829.36
2022,22000,Ministério da Agricultura e Pecuária,04,Administração,122,Administração geral,12762.39,44770.33,46940.33
2022,52000,Ministério da Defesa,26,Transporte,125,Normatização e fiscalização,45304.24,45304.24,45304.24
2022,35000,Ministério das Relações Exteriores,04,Administração,122,Administração geral,2484.63,43878.149999999994,43878.149999999994
2022,39000,Ministério dos Transportes,22,Indústria,122,Administração geral,42141.67,42141.67,42141.67
2022,25201,Banco Central do Brasil - Orçamento Fiscal e,28,Encargos especiais,846,Outros encargos especiais,40586.67999999999,45142.03,41539.66
2022,46000,Ministério da Gestão e da Inovação em Ser,13,Cultura,122,Administração geral,87246.07,89172.15000000001,41041.11
2022,55000,Ministério do Desenvolvimento e Assistência,16,Habitação,482,Habitação urbana,37824.76,37824.76,37824.76
2022,26000,Ministério da Educação,18,Gestão ambiental,512,Saneamento básico urbano,686144.4,121768.2,37307.2
2022,46000,Ministério da Gestão e da Inovação em Ser,18,Gestão ambiental,122,Administração geral,3600.31,19380.71,35517.82
2022,46000,Ministério da Gestão e da Inovação em Ser,09,Previdência social,271,Previdência básica,0.0,3578.48,34633.91
2022,36000,Ministério da Saúde,12,Educação,368,Educação básica,0.0,0.0,34492.5
2022,44000,Ministério do Meio Ambiente e Mudança do Cl,26,Transporte,125,Normatização e fiscalização,34379.57,34379.57,34379.57
2022,20000,Presidência da República,26,Transporte,122,Administração geral,47632.0,0.0,34304.0
2022,26000,Ministério da Educação,05,Defesa nacional,542,Controle ambiental,146470.55,180513.06,34042.51
2022,46000,Ministério da Gestão e da Inovação em Ser,26,Transporte,125,Normatização e fiscalização,10074.0,34025.07,34025.07
2022,49000,Ministério do Desenvolvimento Agrário e Agr,20,Agricultura,125,Normatização e fiscalização,46223.759999999995,34525.21,33252.65
2022,46000,Ministério da Gestão e da Inovação em Ser,02,Judiciária,061,Ação judiciária,4500.0,31500.0,31500.0
2022,30000,Ministério da Justiça e Segurança Pública,14,Direitos da cidadania,125,Normatização e fiscalização,-27644.14,13180.83,31343.699999999997
2022,25201,Banco Central do Brasil - Orçamento Fiscal e,26,Transporte,122,Administração geral,31328.24,31328.24,31328.24
2022,40000,Ministério do Trabalho e Emprego,11,Trabalho,571,Desenvolvimento científico,2056667.51,27842.39,30885.11
2022,22000,Ministério da Agricultura e Pecuária,18,Gestão ambiental,573,Difusão do conhecimento científico e tecnológico,101597.37,30639.97,30639.97
2022,55000,Ministério do Desenvolvimento e Assistência,08,Assistência social,125,Normatização e fiscalização,-257592.0,29400.0,29400.0
2022,33000,Ministério da Previdência Social,04,Administração,301,Atenção básica,-146286.01,28971.04,29252.35
2022,36000,Ministério da Saúde,04,Administração,121,Planejamento e orçamento,38128.53,28656.25,28656.25
2022,28000,"Ministério do Desenvolvimento, Indústria, C",24,Comunicações,122,Administração geral,17000.28,17000.28,27625.52
2022,52000,Ministério da Defesa,18,Gestão ambiental,122,Administração geral,780621.9,24118.88,26456.66
2022,25201,Banco Central do Brasil - Orçamento Fiscal e,22,Indústria,122,Administração geral,78169.89,26410.97,26410.97
2022,41000,Ministério das Comunicações,04,Administração,183,Informação e inteligência,0.0,17809.16,26327.75
2022,44000,Ministério do Meio Ambiente e Mudança do Cl,18,Gestão ambiental,573,Difusão do conhecimento científico e tecnológico,4863.900000000002,25548.370000000003,25548.370000000003
2022,26000,Ministério da Educação,22,Indústria,122,Administração geral,-1132.32,24980.24,24980.24
2022,22000,Ministério da Agricultura e Pecuária,18,Gestão ambiental,541,Preservação e conservação ambiental,0.0,23551.19,23551.19
2022,49000,Ministério do Desenvolvimento Agrário e Agr,04,Administração,122,Administração geral,23219.65,23219.65,23219.65
2022,33000,Ministério da Previdência Social,04,Administração,121,Planejamento e orçamento,23144.56,23144.56,23144.56
2022,84000,Ministério dos Povos Indígenas,18,Gestão ambiental,122,Administração geral,0.0,22935.0,22935.0
2022,26000,Ministério da Educação,05,Defesa nacional,128,Formação de recursos humanos,0.0,0.0,22729.77
2022,46000,Ministério da Gestão e da Inovação em Ser,09,Previdência social,122,Administração geral,18000.0,22000.0,22000.0
2022,40000,Ministério do Trabalho e Emprego,14,Direitos da cidadania,122,Administração geral,43252.04,0.0,21746.93
2022,46000,Ministério da Gestão e da Inovação em Ser,18,Gestão ambiental,542,Controle ambiental,3400.0,17000.0,19663.399999999998
2022,33000,Ministério da Previdência Social,04,Administração,124,Controle interno,0.0,19425.0,19425.0
2022,20000,Presidência da República,04,Administração,126,Tecnologia da informação,-40829.869999999995,19142.109999999997,19142.109999999997
2022,41000,Ministério das Comunicações,13,Cultura,122,Administração geral,34713.75,18257.46,18257.46
2022,26000,Ministério da Educação,06,Segurança pública,422,"Direitos individuais, coletivos e difusos",41770.33,6250.0,18060.0
2022,49000,Ministério do Desenvolvimento Agrário e Agr,04,Administração,121,Planejamento e orçamento,12000.0,18000.0,18000.0
2022,53000,Ministério da Integração e do Desenvolvime,26,Transporte,784,Transporte hidroviário,0.0,17340.2,17921.6
2022,20000,Presidência da República,04,Administração,128,Formação de recursos humanos,9793.34,21616.54,17703.9
2022,26000,Ministério da Educação,22,Indústria,661,Promoção industrial,0.0,17600.0,17600.0
2022,39000,Ministério dos Transportes,26,Transporte,130,Administração de concessões,17038.28,17038.28,17038.28
2022,26000,Ministério da Educação,05,Defesa nacional,301,Atenção básica,0.0,32532.58,16644.58
2022,53000,Ministério da Integração e do Desenvolvime,24,Comunicações,122,Administração geral,6457.83,16359.93,16359.93
2022,36000,Ministério da Saúde,19,Ciência e Tecnologia,572,Desenvolvimento tecnológico e engenharia,42328.78999999999,15307.55,16292.939999999999
2022,46000,Ministério da Gestão e da Inovação em Ser,12,Educação,122,Administração geral,279645.66,15966.07,15966.07
2022,26000,Ministério da Educação,10,Saúde,572,Desenvolvimento tecnológico e engenharia,8345.480000000003,38006.020000000004,15890.27
2022,46000,Ministério da Gestão e da Inovação em Ser,07,Relações exteriores,212,Cooperação internacional,1487.5,7437.5,15512.34
2022,39000,Ministério dos Transportes,04,Administração,127,Ordenamento territorial,20947.04,15183.03,15183.03
2022,26000,Ministério da Educação,23,Comércio e serviços,122,Administração geral,0.0,15000.0,15000.0
2022,30000,Ministério da Justiça e Segurança Pública,02,Judiciária,061,Ação judiciária,-13733.29,0.0,14692.08
2022,52000,Ministério da Defesa,18,Gestão ambiental,125,Normatização e fiscalização,12881.15,14643.66,14643.66
2022,44000,Ministério do Meio Ambiente e Mudança do Cl,28,Encargos especiais,846,Outros encargos especiais,-1620.28,14113.56,14113.56
2022,46000,Ministério da Gestão e da Inovação em Ser,25,Energia,122,Administração geral,0.0,14041.92,14041.92
2022,26000,Ministério da Educação,10,Saúde,512,Saneamento básico urbano,3237574.0700000003,13632.1,13947.77
2022,33000,Ministério da Previdência Social,11,Trabalho,331,Proteção e benefícios ao trabalhador,0.0,13929.89,13929.89
2022,36000,Ministério da Saúde,04,Administração,183,Informação e inteligência,-1751.51,13614.24,13614.24
2022,26000,Ministério da Educação,18,Gestão ambiental,128,Formação de recursos humanos,45370.92,0.0,13400.0
2022,20000,Presidência da República,05,Defesa nacional,542,Controle ambiental,0.0,6078.0,13235.38
2022,47000,Ministério do Planejamento e Orçamento,03,Essencial à justiça,032,Controle externo,78600.0,13100.0,13100.0
2022,46000,Ministério da Gestão e da Inovação em Ser,22,Indústria,125,Normatização e fiscalização,11188.05,11188.05,11188.05
2022,46000,Ministério da Gestão e da Inovação em Ser,23,Comércio e serviços,122,Administração geral,-0.07,10891.71,10891.71
2022,49000,Ministério do Desenvolvimento Agrário e Agr,21,Organização agrária,363,Ensino profissional,263348.79,288997.55,10261.52
2022,32000,Ministério de Minas e Energia,18,Gestão ambiental,122,Administração geral,2373.61,9158.560000000001,9171.21
2022,25201,Banco Central do Brasil - Orçamento Fiscal e,02,Judiciária,122,Administração geral,8755.46,8755.46,8755.46
2022,36000,Ministério da Saúde,04,Administração,127,Ordenamento territorial,17564.3,8694.49,8694.49
2022,26000,Ministério da Educação,25,Energia,752,Energia elétrica,-655.5,8600.0,8600.0
2022,46000,Ministério da Gestão e da Inovação em Ser,23,Comércio e serviços,695,Turismo,0.0,8390.14,8390.14
2022,39000,Ministério dos Transportes,26,Transporte,452,Serviços urbanos,-8175.0,8175.0,8175.0
2022,46000,Ministério da Gestão e da Inovação em Ser,05,Defesa nacional,542,Controle ambiental,0.0,8067.57,8067.57
2022,68000,Ministério de Portos e Aeroportos,10,Saúde,128,Formação de recursos humanos,8340.74,8340.74,8040.7
2022,30000,Ministério da Justiça e Segurança Pública,04,Administração,128,Formação de recursos humanos,12451.03,12451.03,8001.05
2022,47000,Ministério do Planejamento e Orçamento,02,Judiciária,032,Controle externo,0.0,7900.0,7900.0
2022,42000,Ministério da Cultura,12,Educação,364,Ensino superior,7838.7,7838.7,7838.7
2022,55000,Ministério do Desenvolvimento e Assistência,13,Cultura,128,Formação de recursos humanos,0.0,0.0,7208.1
2022,46000,Ministério da Gestão e da Inovação em Ser,25,Energia,128,Formação de recursos humanos,52380.04,7341.140000000001,7111.6
2022,20000,Presidência da República,19,Ciência e Tecnologia,122,Administração geral,2500.31,2500.33,7090.6
2022,25000,Ministério da Fazenda,20,Agricultura,609,Defesa agropecuária,17800.0,6951.36,6951.36
2022,25000,Ministério da Fazenda,20,Agricultura,125,Normatização e fiscalização,9000.0,9000.0,6733.04
2022,26000,Ministério da Educação,07,Relações exteriores,392,Difusão cultural,578200.0,6700.0,6700.0
2022,46000,Ministério da Gestão e da Inovação em Ser,11,Trabalho,334,Fomento ao trabalho,0.0,4786.33,6482.87
2022,40000,Ministério do Trabalho e Emprego,04,Administração,128,Formação de recursos humanos,3900.52,6000.8,6000.8
2022,81000,Ministério dos Direitos Humanos e Cidadania,28,Encargos especiais,846,Outros encargos especiais,34813353.7,6000.0,6000.0
2022,25201,Banco Central do Brasil - Orçamento Fiscal e,01,Legislativa,032,Controle externo,5764.6,5764.6,5764.6
2022,35000,Ministério das Relações Exteriores,20,Agricultura,211,Relações diplomáticas,5742.91,5742.91,5742.91
2022,46000,Ministério da Gestão e da Inovação em Ser,03,Essencial à justiça,122,Administração geral,0.0,5736.93,5736.93
2022,22000,Ministério da Agricultura e Pecuária,21,Organização agrária,631,Reforma agrária,3199269.43,3925.9400000000005,5704.110000000001
2022,39000,Ministério dos Transportes,04,Administração,128,Formação de recursos humanos,5370.65,1800.24,5600.58
2022,47000,Ministério do Planejamento e Orçamento,04,Administração,128,Formação de recursos humanos,-8701.83,11250.869999999999,5520.639999999999
