Ano,Código Órgão Superior,Nome Órgão Superior,Código Função,Nome Função,Código Subfunção,Nome Subfunção,Valor Empenhado (R$),Valor Liquidado (R$),Valor Pago (R$)
2021,24000,"Ministério da Ciência, Tecnologia e Inovaç",05,Defesa nacional,571,Desenvolvimento científico,408941.76,0.0,0.0
2021,24000,"Ministério da Ciência, Tecnologia e Inovaç",05,Defesa nacional,572,Desenvolvimento tecnológico e engenharia,175000.0,0.0,0.0
2021,24000,"Ministério da Ciência, Tecnologia e Inovaç",06,Segurança pública,182,Defesa civil,0.0,0.0,0.0
2021,24000,"Ministério da Ciência, Tecnologia e Inovaç",07,Relações exteriores,128,Formação de recursos humanos,210000.0,0.0,0.0
2021,24000,"Ministério da Ciência, Tecnologia e Inovaç",08,Assistência social,121,Planejamento e orçamento,0.0,0.0,0.0
2021,24000,"Ministério da Ciência, Tecnologia e Inovaç",10,Saúde,122,Administração geral,0.0,0.0,0.0
2021,24000,"Ministério da Ciência, Tecnologia e Inovaç",10,Saúde,128,Formação de recursos humanos,-0.38,3569.83,0.0
2021,24000,"Ministério da Ciência, Tecnologia e Inovaç",10,Saúde,305,Vigilância epidemiológica,724500.0,724500.0,0.0
2021,24000,"Ministério da Ciência, Tecnologia e Inovaç",12,Educação,368,Educação básica,1500000.0,1500000.0,0.0
2021,24000,"Ministério da Ciência, Tecnologia e Inovaç",13,Cultura,392,Difusão cultural,0.0,0.0,0.0
2021,24000,"Ministério da Ciência, Tecnologia e Inovaç",18,Gestão ambiental,125,Normatização e fiscalização,0.0,0.0,0.0
2021,24000,"Ministério da Ciência, Tecnologia e Inovaç",18,Gestão ambiental,541,Preservação e conservação ambiental,0.0,0.0,0.0
2021,24000,"Ministério da Ciência, Tecnologia e Inovaç",18,Gestão ambiental,542,Controle ambiental,0.0,0.0,0.0
2021,24000,"Ministério da Ciência, Tecnologia e Inovaç",18,Gestão ambiental,544,Recursos hídricos,832000.0,0.0,0.0
2021,24000,"Ministério da Ciência, Tecnologia e Inovaç",19,Ciência e Tecnologia,126,Tecnologia da informação,0.0,0.0,0.0
2021,24000,"Ministério da Ciência, Tecnologia e Inovaç",19,Ciência e Tecnologia,131,Comunicação social,13306.22,0.0,0.0
2021,24000,"Ministério da Ciência, Tecnologia e Inovaç",19,Ciência e Tecnologia,331,Proteção e benefícios ao trabalhador,0.0,0.0,0.0
2021,24000,"Ministério da Ciência, Tecnologia e Inovaç",20,Agricultura,571,Desenvolvimento científico,4007057.0,0.0,0.0
2021,24000,"Ministério da Ciência, Tecnologia e Inovaç",20,Agricultura,608,Promoção da produção agropecuária,681600.0,0.0,0.0
2021,24000,"Ministério da Ciência, Tecnologia e Inovaç",20,Agricultura,609,Defesa agropecuária,1467600.0,0.0,0.0
2021,24000,"Ministério da Ciência, Tecnologia e Inovaç",20,Agricultura,665,Normalização e qualidade,0.0,0.0,0.0
2021,24000,"Ministério da Ciência, Tecnologia e Inovaç",22,Indústria,571,Desenvolvimento científico,2237000.0,2237000.0,0.0
2021,24000,"Ministério da Ciência, Tecnologia e Inovaç",22,Indústria,608,Promoção da produção agropecuária,0.0,0.0,0.0
2021,24000,"Ministério da Ciência, Tecnologia e Inovaç",22,Indústria,663,Mineração,146814.8,0.0,0.0
2021,24000,"Ministério da Ciência, Tecnologia e Inovaç",24,Comunicações,571,Desenvolvimento científico,4496000.0,0.0,0.0
2021,25000,Ministério da Fazenda,03,Essencial à justiça,062,Defesa do interesse público no processo judiciário,-4303.72,0.0,0.0
2021,25000,Ministério da Fazenda,04,Administração,331,Proteção e benefícios ao trabalhador,0.0,0.0,0.0
2021,25000,Ministério da Fazenda,06,Segurança pública,422,"Direitos individuais, coletivos e difusos",42054.64,0.0,0.0
2021,25000,Ministério da Fazenda,10,Saúde,126,Tecnologia da informação,0.0,0.0,0.0
2021,25000,Ministério da Fazenda,12,Educação,363,Ensino profissional,0.0,0.0,0.0
2021,25000,Ministério da Fazenda,12,Educação,364,Ensino superior,0.0,0.0,0.0
2021,25000,Ministério da Fazenda,14,Direitos da cidadania,422,"Direitos individuais, coletivos e difusos",84824.84,0.0,0.0
2021,25000,Ministério da Fazenda,18,Gestão ambiental,122,Administração geral,0.0,0.0,0.0
2021,25000,Ministério da Fazenda,19,Ciência e Tecnologia,126,Tecnologia da informação,0.0,0.0,0.0
2021,25000,Ministério da Fazenda,19,Ciência e Tecnologia,571,Desenvolvimento científico,0.0,0.0,0.0
2021,25000,Ministério da Fazenda,19,Ciência e Tecnologia,572,Desenvolvimento tecnológico e engenharia,0.0,0.0,0.0
2021,25000,Ministério da Fazenda,19,Ciência e Tecnologia,573,Difusão do conhecimento científico e tecnológico,0.0,0.0,0.0
2021,25000,Ministério da Fazenda,22,Indústria,693,Comércio exterior,0.0,0.0,0.0
2021,25000,Ministério da Fazenda,23,Comércio e serviços,122,Administração geral,-2903913.4200000004,0.0,0.0
2021,25000,Ministério da Fazenda,23,Comércio e serviços,126,Tecnologia da informação,-26485775.82,0.0,0.0
2021,25000,Ministério da Fazenda,28,Encargos especiais,842,Refinanciamento da dívida externa,-50000000.0,0.0,0.0
2021,26000,Ministério da Educação,01,Legislativa,031,Ação legislativa,0.0,0.0,0.0
2021,26000,Ministério da Educação,02,Judiciária,128,Formação de recursos humanos,60587.94,60587.94,0.0
2021,26000,Ministério da Educação,04,Administração,124,Controle interno,124727.28,0.0,0.0
2021,26000,Ministério da Educação,04,Administração,126,Tecnologia da informação,994937.8200000001,0.0,0.0
2021,26000,Ministério da Educação,04,Administração,183,Informação e inteligência,1491857.83,542095.28,0.0
2021,26000,Ministério da Educação,04,Administração,391,"Patrimônio histórico, artístico e arqueológico",16500.0,0.0,0.0
2021,26000,Ministério da Educação,04,Administração,608,Promoção da produção agropecuária,0.0,0.0,0.0
2021,26000,Ministério da Educação,05,Defesa nacional,122,Administração geral,8272.93,0.0,0.0
2021,26000,Ministério da Educação,05,Defesa nacional,128,Formação de recursos humanos,347810.07999999996,0.0,0.0
2021,26000,Ministério da Educação,06,Segurança pública,421,Custódia e reintegração social,792000.0,0.0,0.0
2021,26000,Ministério da Educação,07,Relações exteriores,122,Administração geral,0.0,0.0,0.0
2021,26000,Ministério da Educação,08,Assistência social,306,Alimentação e nutrição,350000.0,100000.0,0.0
2021,26000,Ministério da Educação,08,Assistência social,365,Educação infantil,0.0,0.0,0.0
2021,26000,Ministério da Educação,09,Previdência social,122,Administração geral,2408.16,0.0,0.0
2021,26000,Ministério da Educação,09,Previdência social,128,Formação de recursos humanos,529.68,0.0,0.0
2021,26000,Ministério da Educação,10,Saúde,121,Planejamento e orçamento,807284.01,0.0,0.0
2021,26000,Ministério da Educação,10,Saúde,125,Normatização e fiscalização,110203.91,0.0,0.0
2021,26000,Ministério da Educação,10,Saúde,306,Alimentação e nutrição,360000.0,7121588.59,0.0
2021,26000,Ministério da Educação,10,Saúde,422,"Direitos individuais, coletivos e difusos",0.0,0.0,0.0
2021,26000,Ministério da Educação,10,Saúde,512,Saneamento básico urbano,3088998.61,0.0,0.0
2021,26000,Ministério da Educação,10,Saúde,572,Desenvolvimento tecnológico e engenharia,8287123.72,1490536.98,0.0
2021,26000,Ministério da Educação,10,Saúde,573,Difusão do conhecimento científico e tecnológico,4383937.33,0.0,0.0
2021,26000,Ministério da Educação,11,Trabalho,125,Normatização e fiscalização,0.0,0.0,0.0
2021,26000,Ministério da Educação,11,Trabalho,334,Fomento ao trabalho,932440.0,0.0,0.0
2021,26000,Ministério da Educação,11,Trabalho,571,Desenvolvimento científico,0.0,0.0,0.0
2021,26000,Ministério da Educação,12,Educação,331,Proteção e benefícios ao trabalhador,0.0,0.0,0.0
2021,26000,Ministério da Educação,13,Cultura,391,"Patrimônio histórico, artístico e arqueológico",1225000.0,56000.0,0.0
2021,26000,Ministério da Educação,14,Direitos da cidadania,122,Administração geral,51070.39,3570.41,0.0
2021,26000,Ministério da Educação,14,Direitos da cidadania,243,Assistência à criança e ao adolescente,0.0,0.0,0.0
2021,26000,Ministério da Educação,14,Direitos da cidadania,421,Custódia e reintegração social,0.0,0.0,0.0
2021,26000,Ministério da Educação,15,Urbanismo,121,Planejamento e orçamento,1369931.5,889931.5,0.0
2021,26000,Ministério da Educação,15,Urbanismo,244,Assistência comunitária,6794405.5,3440000.0,0.0
2021,26000,Ministério da Educação,15,Urbanismo,452,Serviços urbanos,0.0,0.0,0.0
2021,26000,Ministério da Educação,15,Urbanismo,665,Normalização e qualidade,819385.0,0.0,0.0
2021,26000,Ministério da Educação,18,Gestão ambiental,573,Difusão do conhecimento científico e tecnológico,72352.05,0.0,0.0
2021,26000,Ministério da Educação,19,Ciência e Tecnologia,571,Desenvolvimento científico,2911618.0,0.0,0.0
2021,26000,Ministério da Educação,19,Ciência e Tecnologia,573,Difusão do conhecimento científico e tecnológico,5483752.62,809072.48,0.0
2021,26000,Ministério da Educação,19,Ciência e Tecnologia,691,Promoção comercial,0.0,0.0,0.0
2021,26000,Ministério da Educação,20,Agricultura,127,Ordenamento territorial,0.0,0.0,0.0
2021,26000,Ministério da Educação,20,Agricultura,541,Preservação e conservação ambiental,155236.5,0.0,0.0
2021,26000,Ministério da Educação,20,Agricultura,606,Extensão rural,4501716.3100000005,0.0,0.0
2021,26000,Ministério da Educação,22,Indústria,128,Formação de recursos humanos,2100.28,2100.28,0.0
2021,26000,Ministério da Educação,22,Indústria,665,Normalização e qualidade,0.0,5600.0,0.0
2021,26000,Ministério da Educação,23,Comércio e serviços,691,Promoção comercial,532281.51,0.0,0.0
2021,26000,Ministério da Educação,24,Comunicações,122,Administração geral,0.0,128272.53,0.0
2021,26000,Ministério da Educação,24,Comunicações,131,Comunicação social,0.0,1685238.98,0.0
2021,26000,Ministério da Educação,25,Energia,122,Administração geral,32000.0,0.0,0.0
2021,26000,Ministério da Educação,26,Transporte,127,Ordenamento territorial,487206.09,0.0,0.0
2021,26000,Ministério da Educação,26,Transporte,782,Transporte rodoviário,0.0,0.0,0.0
2021,26000,Ministério da Educação,26,Transporte,784,Transporte hidroviário,0.0,0.0,0.0
2021,26000,Ministério da Educação,27,Desporto e lazer,812,Desporto comunitário,8146403.08,0.0,0.0
2021,28000,"Ministério do Desenvolvimento, Indústria, C",04,Administração,125,Normatização e fiscalização,0.0,0.0,0.0
2021,28000,"Ministério do Desenvolvimento, Indústria, C",22,Indústria,331,Proteção e benefícios ao trabalhador,0.0,0.0,0.0
2021,30000,Ministério da Justiça e Segurança Pública,04,Administração,183,Informação e inteligência,-2457.33,0.0,0.0
2021,30000,Ministério da Justiça e Segurança Pública,06,Segurança pública,128,Formação de recursos humanos,0.0,0.0,0.0
2021,30000,Ministério da Justiça e Segurança Pública,06,Segurança pública,331,Proteção e benefícios ao trabalhador,0.0,0.0,0.0
2021,30000,Ministério da Justiça e Segurança Pública,06,Segurança pública,422,"Direitos individuais, coletivos e difusos",0.0,0.0,0.0
2021,30000,Ministério da Justiça e Segurança Pública,12,Educação,368,Educação básica,527796.9,0.0,0.0
2021,30000,Ministério da Justiça e Segurança Pública,14,Direitos da cidadania,421,Custódia e reintegração social,0.0,0.0,0.0
2021,30000,Ministério da Justiça e Segurança Pública,21,Organização agrária,122,Administração geral,2730.2,2730.2,0.0
2021,30000,Ministério da Justiça e Segurança Pública,26,Transporte,782,Transporte rodoviário,0.0,0.0,0.0
2021,32000,Ministério de Minas e Energia,04,Administração,573,Difusão do conhecimento científico e tecnológico,17280.0,6935.11,0.0
2021,32000,Ministério de Minas e Energia,10,Saúde,512,Saneamento básico urbano,39590.6,0.0,0.0
2021,32000,Ministério de Minas e Energia,19,Ciência e Tecnologia,331,Proteção e benefícios ao trabalhador,0.0,0.0,0.0
2021,32000,Ministério de Minas e Energia,19,Ciência e Tecnologia,543,Recuperação de áreas degradadas,0.0,0.0,0.0
2021,32000,Ministério de Minas e Energia,19,Ciência e Tecnologia,572,Desenvolvimento tecnológico e engenharia,0.0,0.0,0.0
2021,32000,Ministério de Minas e Energia,19,Ciência e Tecnologia,662,Produção industrial,0.0,0.0,0.0
2021,32000,Ministério de Minas e Energia,22,Indústria,331,Proteção e benefícios ao trabalhador,0.0,0.0,0.0
2021,32000,Ministério de Minas e Energia,25,Energia,331,Proteção e benefícios ao trabalhador,0.0,0.0,0.0
2021,32000,Ministério de Minas e Energia,25,Energia,753,Combustíveis,68059.76,0.0,0.0
2021,32000,Ministério de Minas e Energia,25,Energia,754,Biocombustíveis,386300.0,0.0,0.0
2021,33000,Ministério da Previdência Social,03,Essencial à justiça,092,Representação judicial e extrajudicial,87523.2,0.0,0.0
2021,33000,Ministério da Previdência Social,04,Administração,126,Tecnologia da informação,0.0,0.0,0.0
2021,33000,Ministério da Previdência Social,04,Administração,128,Formação de recursos humanos,3460.37,2100.21,0.0
2021,33000,Ministério da Previdência Social,09,Previdência social,274,Previdência especial,0.0,0.0,0.0
2021,33000,Ministério da Previdência Social,12,Educação,128,Formação de recursos humanos,2100.21,2100.21,0.0
2021,33000,Ministério da Previdência Social,14,Direitos da cidadania,422,"Direitos individuais, coletivos e difusos",823986.19,0.0,0.0
2021,35000,Ministério das Relações Exteriores,10,Saúde,306,Alimentação e nutrição,500000.0,500000.0,0.0
2021,35000,Ministério das Relações Exteriores,12,Educação,364,Ensino superior,2006.81,0.0,0.0
2021,35000,Ministério das Relações Exteriores,14,Direitos da cidadania,422,"Direitos individuais, coletivos e difusos",0.0,0.0,0.0
2021,35000,Ministério das Relações Exteriores,20,Agricultura,606,Extensão rural,0.0,0.0,0.0
2021,35000,Ministério das Relações Exteriores,23,Comércio e serviços,695,Turismo,0.0,0.0,0.0
2021,36000,Ministério da Saúde,04,Administração,122,Administração geral,2100.21,2100.21,0.0
2021,36000,Ministério da Saúde,04,Administração,131,Comunicação social,0.0,0.0,0.0
2021,36000,Ministério da Saúde,06,Segurança pública,421,Custódia e reintegração social,10487523.0,0.0,0.0
2021,36000,Ministério da Saúde,10,Saúde,845,Outras transferências,0.0,0.0,0.0
2021,36000,Ministério da Saúde,12,Educação,122,Administração geral,560510.0,0.0,0.0
2021,36000,Ministério da Saúde,12,Educação,128,Formação de recursos humanos,1902.65,0.0,0.0
2021,36000,Ministério da Saúde,12,Educação,306,Alimentação e nutrição,28934.84,0.0,0.0
2021,36000,Ministério da Saúde,14,Direitos da cidadania,422,"Direitos individuais, coletivos e difusos",0.0,0.0,0.0
2021,36000,Ministério da Saúde,15,Urbanismo,453,Transportes coletivos urbanos,0.0,0.0,0.0
2021,36000,Ministério da Saúde,18,Gestão ambiental,542,Controle ambiental,33574.6,33574.6,0.0
2021,36000,Ministério da Saúde,19,Ciência e Tecnologia,122,Administração geral,0.0,10058.64,0.0
2021,36000,Ministério da Saúde,19,Ciência e Tecnologia,572,Desenvolvimento tecnológico e engenharia,143054.56,23463.0,0.0
2021,36000,Ministério da Saúde,20,Agricultura,127,Ordenamento territorial,0.0,0.0,0.0
2021,36000,Ministério da Saúde,20,Agricultura,541,Preservação e conservação ambiental,0.0,0.0,0.0
2021,36000,Ministério da Saúde,20,Agricultura,606,Extensão rural,0.0,0.0,0.0
2021,36000,Ministério da Saúde,22,Indústria,122,Administração geral,401.36,0.0,0.0
2021,37000,Controladoria-Geral da União,01,Legislativa,032,Controle externo,0.0,0.0,0.0
2021,37000,Controladoria-Geral da União,04,Administração,125,Normatização e fiscalização,4000.0,0.0,0.0
2021,37000,Controladoria-Geral da União,04,Administração,331,Proteção e benefícios ao trabalhador,0.0,0.0,0.0
2021,39000,Ministério dos Transportes,04,Administração,127,Ordenamento territorial,0.0,0.0,0.0
2021,39000,Ministério dos Transportes,04,Administração,128,Formação de recursos humanos,4000.52,3300.42,0.0
2021,39000,Ministério dos Transportes,10,Saúde,128,Formação de recursos humanos,3000.0,3000.0,0.0
2021,39000,Ministério dos Transportes,12,Educação,364,Ensino superior,12013.59,0.0,0.0
2021,39000,Ministério dos Transportes,14,Direitos da cidadania,422,"Direitos individuais, coletivos e difusos",0.0,0.0,0.0
2021,39000,Ministério dos Transportes,22,Indústria,122,Administração geral,12479.38,0.0,0.0
2021,39000,Ministério dos Transportes,26,Transporte,131,Comunicação social,0.0,0.0,0.0
2021,39000,Ministério dos Transportes,26,Transporte,331,Proteção e benefícios ao trabalhador,0.0,0.0,0.0
2021,39000,Ministério dos Transportes,26,Transporte,452,Serviços urbanos,451460.61,0.0,0.0
2021,39000,Ministério dos Transportes,26,Transporte,781,Transporte aéreo,0.0,0.0,0.0
2021,40000,Ministério do Trabalho e Emprego,11,Trabalho,123,Administração financeira,-770.04,0.0,0.0
2021,40000,Ministério do Trabalho e Emprego,11,Trabalho,126,Tecnologia da informação,0.0,0.0,0.0
2021,41000,Ministério das Comunicações,04,Administração,121,Planejamento e orçamento,600000.0,0.0,0.0
2021,41000,Ministério das Comunicações,04,Administração,131,Comunicação social,0.0,0.0,0.0
2021,41000,Ministério das Comunicações,04,Administração,211,Relações diplomáticas,-104.01,0.0,0.0
2021,41000,Ministério das Comunicações,04,Administração,722,Telecomunicações,0.0,0.0,0.0
2021,41000,Ministério das Comunicações,10,Saúde,122,Administração geral,0.0,0.0,0.0
2021,41000,Ministério das Comunicações,14,Direitos da cidadania,131,Comunicação social,3350000.0,0.0,0.0
2021,41000,Ministério das Comunicações,19,Ciência e Tecnologia,126,Tecnologia da informação,0.0,0.0,0.0
2021,41000,Ministério das Comunicações,20,Agricultura,131,Comunicação social,1284000.0,0.0,0.0
2021,41000,Ministério das Comunicações,24,Comunicações,331,Proteção e benefícios ao trabalhador,0.0,0.0,0.0
2021,42000,Ministério da Cultura,04,Administração,122,Administração geral,0.0,0.0,0.0
2021,42000,Ministério da Cultura,04,Administração,127,Ordenamento territorial,0.0,0.0,0.0
2021,42000,Ministério da Cultura,13,Cultura,813,Lazer,0.0,0.0,0.0
2021,42000,Ministério da Cultura,26,Transporte,121,Planejamento e orçamento,9589.5,0.0,0.0
2021,42000,Ministério da Cultura,28,Encargos especiais,845,Outras transferências,0.0,0.0,0.0
2021,44000,Ministério do Meio Ambiente e Mudança do Cl,18,Gestão ambiental,543,Recuperação de áreas degradadas,0.0,0.0,0.0
2021,46000,Ministério da Gestão e da Inovação em Ser,02,Judiciária,032,Controle externo,15854.0,0.0,0.0
2021,46000,Ministério da Gestão e da Inovação em Ser,02,Judiciária,061,Ação judiciária,0.0,0.0,0.0
2021,46000,Ministério da Gestão e da Inovação em Ser,02,Judiciária,122,Administração geral,417609.14,0.0,0.0
2021,46000,Ministério da Gestão e da Inovação em Ser,04,Administração,271,Previdência básica,0.0,0.0,0.0
2021,46000,Ministério da Gestão e da Inovação em Ser,04,Administração,272,Previdência do regime estatutário,0.0,0.0,0.0
2021,46000,Ministério da Gestão e da Inovação em Ser,04,Administração,273,Previdência complementar,0.0,0.0,0.0
2021,46000,Ministério da Gestão e da Inovação em Ser,04,Administração,331,Proteção e benefícios ao trabalhador,0.0,0.0,0.0
2021,46000,Ministério da Gestão e da Inovação em Ser,04,Administração,662,Produção industrial,-7.46,0.0,0.0
2021,46000,Ministério da Gestão e da Inovação em Ser,06,Segurança pública,128,Formação de recursos humanos,0.0,0.0,0.0
2021,46000,Ministério da Gestão e da Inovação em Ser,07,Relações exteriores,212,Cooperação internacional,0.0,0.0,0.0
2021,46000,Ministério da Gestão e da Inovação em Ser,08,Assistência social,122,Administração geral,0.0,0.0,0.0
2021,46000,Ministério da Gestão e da Inovação em Ser,08,Assistência social,125,Normatização e fiscalização,0.0,0.0,0.0
2021,46000,Ministério da Gestão e da Inovação em Ser,09,Previdência social,128,Formação de recursos humanos,0.0,0.0,0.0
2021,46000,Ministério da Gestão e da Inovação em Ser,11,Trabalho,332,Relações de trabalho,0.0,0.0,0.0
2021,46000,Ministério da Gestão e da Inovação em Ser,11,Trabalho,333,Empregabilidade,0.0,0.0,0.0
2021,46000,Ministério da Gestão e da Inovação em Ser,11,Trabalho,334,Fomento ao trabalho,-10000.0,0.0,0.0
2021,46000,Ministério da Gestão e da Inovação em Ser,18,Gestão ambiental,125,Normatização e fiscalização,0.0,0.0,0.0
2021,46000,Ministério da Gestão e da Inovação em Ser,22,Indústria,125,Normatização e fiscalização,0.0,0.0,0.0
2021,46000,Ministério da Gestão e da Inovação em Ser,22,Indústria,663,Mineração,171808.45,0.0,0.0
2021,46000,Ministério da Gestão e da Inovação em Ser,23,Comércio e serviços,126,Tecnologia da informação,0.0,0.0,0.0
2021,46000,Ministério da Gestão e da Inovação em Ser,23,Comércio e serviços,572,Desenvolvimento tecnológico e engenharia,0.0,0.0,0.0
2021,46000,Ministério da Gestão e da Inovação em Ser,28,Encargos especiais,845,Outras transferências,134417552.58,0.0,0.0
2021,47000,Ministério do Planejamento e Orçamento,04,Administração,124,Controle interno,0.0,0.0,0.0
2021,47000,Ministério do Planejamento e Orçamento,04,Administração,391,"Patrimônio histórico, artístico e arqueológico",0.0,0.0,0.0
2021,47000,Ministério do Planejamento e Orçamento,08,Assistência social,306,Alimentação e nutrição,0.0,0.0,0.0
2021,47000,Ministério do Planejamento e Orçamento,11,Trabalho,571,Desenvolvimento científico,-21133.0,0.0,0.0
2021,47000,Ministério do Planejamento e Orçamento,12,Educação,128,Formação de recursos humanos,10500.0,0.0,0.0
2021,47000,Ministério do Planejamento e Orçamento,15,Urbanismo,121,Planejamento e orçamento,0.0,0.0,0.0
2021,47000,Ministério do Planejamento e Orçamento,15,Urbanismo,127,Ordenamento territorial,0.0,0.0,0.0
2021,47000,Ministério do Planejamento e Orçamento,15,Urbanismo,244,Assistência comunitária,430800.0,0.0,0.0
2021,47000,Ministério do Planejamento e Orçamento,15,Urbanismo,453,Transportes coletivos urbanos,0.0,0.0,0.0
2021,47000,Ministério do Planejamento e Orçamento,18,Gestão ambiental,542,Controle ambiental,0.0,8120.5,0.0
2021,47000,Ministério do Planejamento e Orçamento,18,Gestão ambiental,544,Recursos hídricos,0.0,0.0,0.0
2021,47000,Ministério do Planejamento e Orçamento,20,Agricultura,122,Administração geral,0.0,0.0,0.0
2021,47000,Ministério do Planejamento e Orçamento,20,Agricultura,125,Normatização e fiscalização,273600.0,0.0,0.0
2021,47000,Ministério do Planejamento e Orçamento,20,Agricultura,606,Extensão rural,0.0,0.0,0.0
2021,47000,Ministério do Planejamento e Orçamento,20,Agricultura,691,Promoção comercial,0.0,0.0,0.0
2021,47000,Ministério do Planejamento e Orçamento,22,Indústria,122,Administração geral,1589.07,4767.21,0.0
2021,47000,Ministério do Planejamento e Orçamento,22,Indústria,663,Mineração,168200.0,0.0,0.0
2021,49000,Ministério do Desenvolvimento Agrário e Agr,14,Direitos da cidadania,305,Vigilância epidemiológica,0.0,0.0,0.0
2021,49000,Ministério do Desenvolvimento Agrário e Agr,20,Agricultura,127,Ordenamento territorial,2954963.25,0.0,0.0
2021,49000,Ministério do Desenvolvimento Agrário e Agr,21,Organização agrária,363,Ensino profissional,0.0,0.0,0.0
2021,49000,Ministério do Desenvolvimento Agrário e Agr,21,Organização agrária,606,Extensão rural,0.0,0.0,0.0
2021,51000,Ministério do Esporte,27,Desporto e lazer,122,Administração geral,0.0,0.0,0.0
2021,52000,Ministério da Defesa,04,Administração,301,Atenção básica,17227.89,0.0,0.0
2021,52000,Ministério da Defesa,05,Defesa nacional,243,Assistência à criança e ao adolescente,0.0,0.0,0.0
2021,52000,Ministério da Defesa,05,Defesa nacional,303,Suporte profilático e terapêutico,87520.0,9840.0,0.0
2021,52000,Ministério da Defesa,06,Segurança pública,181,Policiamento,58229.2,0.0,0.0
2021,52000,Ministério da Defesa,10,Saúde,126,Tecnologia da informação,0.0,0.0,0.0
2021,52000,Ministério da Defesa,10,Saúde,305,Vigilância epidemiológica,994119.66,1666098.2899999998,0.0
2021,52000,Ministério da Defesa,10,Saúde,511,Saneamento básico rural,0.0,0.0,0.0
2021,52000,Ministério da Defesa,12,Educação,122,Administração geral,0.0,0.0,0.0
2021,52000,Ministério da Defesa,13,Cultura,391,"Patrimônio histórico, artístico e arqueológico",0.0,0.0,0.0
2021,52000,Ministério da Defesa,14,Direitos da cidadania,122,Administração geral,0.0,0.0,0.0
2021,52000,Ministério da Defesa,14,Direitos da cidadania,243,Assistência à criança e ao adolescente,0.0,0.0,0.0
2021,52000,Ministério da Defesa,18,Gestão ambiental,544,Recursos hídricos,767373.64,114641.98999999999,0.0
2021,52000,Ministério da Defesa,19,Ciência e Tecnologia,121,Planejamento e orçamento,3300000.0,0.0,0.0
2021,52000,Ministério da Defesa,19,Ciência e Tecnologia,571,Desenvolvimento científico,2500000.0,0.0,0.0
2021,52000,Ministério da Defesa,23,Comércio e serviços,695,Turismo,215737.53000000003,0.0,0.0
2021,52000,Ministério da Defesa,26,Transporte,784,Transporte hidroviário,0.0,0.0,0.0
2021,52000,Ministério da Defesa,27,Desporto e lazer,812,Desporto comunitário,29839.95,0.0,0.0
2021,53000,Ministério da Integração e do Desenvolvime,04,Administração,127,Ordenamento territorial,5337090.0,0.0,0.0
2021,53000,Ministério da Integração e do Desenvolvime,04,Administração,128,Formação de recursos humanos,12380.0,12380.0,0.0
2021,53000,Ministério da Integração e do Desenvolvime,04,Administração,131,Comunicação social,18901329.0,0.0,0.0
2021,53000,Ministério da Integração e do Desenvolvime,04,Administração,331,Proteção e benefícios ao trabalhador,0.0,0.0,0.0
2021,53000,Ministério da Integração e do Desenvolvime,04,Administração,845,Outras transferências,0.0,0.0,0.0
2021,53000,Ministério da Integração e do Desenvolvime,05,Defesa nacional,451,infra-estrutura urbana,0.0,0.0,0.0
2021,53000,Ministério da Integração e do Desenvolvime,08,Assistência social,244,Assistência comunitária,1900000.0,0.0,0.0
2021,53000,Ministério da Integração e do Desenvolvime,11,Trabalho,334,Fomento ao trabalho,0.0,0.0,0.0
2021,53000,Ministério da Integração e do Desenvolvime,15,Urbanismo,121,Planejamento e orçamento,547535.0,0.0,0.0
2021,53000,Ministério da Integração e do Desenvolvime,15,Urbanismo,122,Administração geral,0.0,0.0,0.0
2021,53000,Ministério da Integração e do Desenvolvime,15,Urbanismo,127,Ordenamento territorial,95646.0,0.0,0.0
2021,53000,Ministério da Integração e do Desenvolvime,15,Urbanismo,453,Transportes coletivos urbanos,639098.0,0.0,0.0
2021,53000,Ministério da Integração e do Desenvolvime,15,Urbanismo,541,Preservação e conservação ambiental,0.0,0.0,0.0
2021,53000,Ministério da Integração e do Desenvolvime,16,Habitação,451,infra-estrutura urbana,803505.0,0.0,0.0
2021,53000,Ministério da Integração e do Desenvolvime,18,Gestão ambiental,128,Formação de recursos humanos,46939.24,0.0,0.0
2021,53000,Ministério da Integração e do Desenvolvime,18,Gestão ambiental,511,Saneamento básico rural,0.0,0.0,0.0
2021,53000,Ministério da Integração e do Desenvolvime,19,Ciência e Tecnologia,573,Difusão do conhecimento científico e tecnológico,0.0,0.0,0.0
2021,53000,Ministério da Integração e do Desenvolvime,19,Ciência e Tecnologia,691,Promoção comercial,0.0,0.0,0.0
2021,53000,Ministério da Integração e do Desenvolvime,20,Agricultura,127,Ordenamento territorial,0.0,0.0,0.0
2021,53000,Ministério da Integração e do Desenvolvime,23,Comércio e serviços,691,Promoção comercial,0.0,0.0,0.0
2021,53000,Ministério da Integração e do Desenvolvime,23,Comércio e serviços,695,Turismo,0.0,0.0,0.0
2021,54000,Ministério do Turismo,04,Administração,131,Comunicação social,0.0,0.0,0.0
2021,54000,Ministério do Turismo,19,Ciência e Tecnologia,131,Comunicação social,3303768.78,0.0,0.0
2021,55000,Ministério do Desenvolvimento e Assistência,04,Administração,331,Proteção e benefícios ao trabalhador,0.0,0.0,0.0
2021,55000,Ministério do Desenvolvimento e Assistência,08,Assistência social,126,Tecnologia da informação,0.0,0.0,0.0
2021,55000,Ministério do Desenvolvimento e Assistência,08,Assistência social,128,Formação de recursos humanos,0.0,0.0,0.0
